grad-year,hometown,latitude,longitude,college
1934,"West Caldwell, NJ",40.84082,-74.302032,Westhampton
1934,"West Chester, PA",39.96351,-75.598484,Westhampton
1934,"West Chester, PA",39.96351,-75.598484,Westhampton
1934,"West Chester, PA",39.96351,-75.598484,Westhampton
1934,"West Chester, PA",39.96351,-75.598484,Richmond
1934,"West Chester, PA",39.96351,-75.598484,Westhampton
1934,"West Chester, PA",39.96351,-75.598484,Westhampton
1934,"West Chester, PA",39.96351,-75.598484,Richmond
1934,West Chester. PA,39.96351,-75.598484,Westhampton
1934,"West Grove, PA",39.822165,-75.826684,Richmond
1934,"West Hartford, CT",41.75877,-72.744429,Richmond
1934,"West Hartford, CT",41.75877,-72.744429,Westhampton
1934,"West Hartford, CT",41.75877,-72.744429,Westhampton
1934,"West Milford, NJ",41.134315,-74.367439,Richmond
1934,"Westfield, NJ",40.65439,-74.345444,Richmond
1934,"Westfield, NJ",40.65439,-74.345444,Westhampton
1934,"Westfield, NJ",40.65439,-74.345444,Richmond
1934,"Westford, MA",42.582622,-71.437077,Westhampton
1934,"Westminster, MA",42.54761,-71.916344,Westhampton
1934,"Weston, CT",41.201663,-73.378409,Richmond
1934,"Westport, CT",41.141478,-73.35985,Richmond
1934,"White Plains, NY",41.03354,-73.764154,Westhampton
1934,"Williamsburg, VA",37.275609,-76.709724,Westhampton
1934,"Williamsburg, VA",37.275609,-76.709724,Richmond
1934,"Williamsburg, VA",37.275609,-76.709724,Richmond
1934,"Williamsburg, VA",37.275609,-76.709724,Richmond
1934,Williamsburg. VA,37.275609,-76.709724,Westhampton
1934,"Willow Grove, PA",40.145257,-75.12184,Westhampton
1934,"Willow Hill, PA",40.107877,-77.789131,Westhampton
1934,"Wilmington, DE",39.740235,-75.550844,Richmond
1934,"Wilmington, DE",39.740235,-75.550844,Westhampton
1934,"Wilmington, DE",39.740235,-75.550844,Westhampton
1934,"Wilmington, DE",39.740235,-75.550844,Richmond
1934,"Wilmington, DE",39.740235,-75.550844,Westhampton
1934,"Wilmington, DE",39.740235,-75.550844,Westhampton
1934,"Wilmington, DE",39.740235,-75.550844,Richmond
1934,"Wilmington, DE",39.740235,-75.550844,Richmond
1934,"Wilmington, DE",39.740235,-75.550844,Westhampton
1934,"Wilmington, DE",39.740235,-75.550844,Westhampton
1934,"Wilmington, DE",39.740235,-75.550844,Westhampton
1934,"Wilton, CT",41.1896,-73.426404,Westhampton
1934,"Wilton, CT",41.1896,-73.426404,Westhampton
1934,"Winchester, VA",39.184005,-78.164049,Richmond
1934,"Winchester, VA",39.184005,-78.164049,Richmond
1934,"Winston-Salem, NC",36.099625,-80.241094,Richmond
1934,"Winter Park, FL",28.594574,-81.350716,Westhampton
1934,"Winter Springs, FL",28.70049,-81.265844,Westhampton
1934,"Wise, VA",36.976133,-82.576482,Richmond
1934,"Woodbridge, VA",38.660595,-77.247875,Westhampton
1934,"Worthington, OH",40.09847,-83.017472,Westhampton
1934,"Worthington, OH",40.09847,-83.017472,Richmond
1934,"Wyckoff, NJ",41.013764,-74.169044,Richmond
1934,"Wynnewood, PA",40.002995,-75.270114,Richmond
1934,"Yardley, PA",40.241337,-74.83738,Richmond
1934,"Yonkers, NY",40.932994,-73.89874,Richmond
1934,"York, PA",39.964535,-76.724289,Westhampton
1934,"Annapolis, MD",38.972944,-76.501159,Westhampton
1934,"Atlanta, GA",33.755,-84.39,Richmond
1934,"Bayport, NY",40.736615,-73.056794,Westhampton
1934,"Berkeley Heights, NJ",40.686494,-74.437581,Richmond
1934,"Bowling Green, VA",38.051575,-77.347619,Richmond
1934,"Charlottesville, VA",38.03213,-78.477529,Richmond
1934,"Chester, VA",37.357397,-77.442665,Richmond
1934,"Denver, CO",39.74001,-104.992259,Richmond
1934,"Easton, CT",41.253329,-73.296442,Richmond
1934,"Fair Haven, NJ",40.363913,-74.036628,Westhampton
1934,"Fort Lee, NJ",40.85277,-73.973354,Richmond
1934,"Glen Allen, VA",37.665319,-77.504149,Richmond
1934,"Greenville, SC",34.84827,-82.400114,Richmond
1934,"Halifax, VA",36.765681,-78.928729,Richmond
1934,"Hamburg, NY",42.71606,-78.832109,Westhampton
1934,"Kent, OH",41.15093,-81.358219,Richmond
1934,"Leawood, KS",38.91656,-94.640757,Westhampton
1934,"Lincroft, NJ",40.33156,-74.128594,Richmond
1934,"Naples, FL",26.139094,-81.795793,Westhampton
1934,"New Hyde Park, NY",40.733541,-73.680648,Richmond
1934,"Nyack, NY",41.09127,-73.918159,Richmond
1934,"Ocean City, MD",38.335,-75.084359,Westhampton
1934,"Otego, NY",42.398801,-75.172355,Richmond
1934,"Pittsburgh, PA",40.438335,-79.997459,Richmond
1934,"Richmond, VA",37.540972,-77.432889,Richmond
1934,"Richmond, VA",37.540972,-77.432889,Richmond
1934,"Richmond, VA",37.540972,-77.432889,Richmond
1934,"Rye, NY",40.981006,-73.683778,Richmond
1934,"Salisbury, MD",38.365735,-75.595319,Westhampton
1934,"Somers, NY",41.325809,-73.688564,Richmond
1934,"Somerville, NJ",40.570705,-74.619389,Richmond
1935,"Abilene, TX",32.446389,-99.745556,Westhampton
1935,"Abingdon, MD",39.462,-76.279,Westhampton
1935,"Abingdon, VA",36.709722,-81.975556,Richmond
1935,"Albany, NY",42.652594,-73.757314,Westhampton
1935,"Alexandria, VA",38.804722,-77.047222,Westhampton
1935,"Alexandria, VA",38.804722,-77.047222,Richmond
1935,"Alexandria, VA",38.804722,-77.047222,Richmond
1935,"Alexandria, VA",38.804722,-77.047222,Westhampton
1935,"Alexandria, VA",38.804722,-77.047222,Richmond
1935,"Allentown, PA",40.601667,-75.477222,Westhampton
1935,"Allentown, PA",40.601667,-75.477222,Westhampton
1935,"Allentown, PA",40.601667,-75.477222,Richmond
1935,"Alloway, NJ",39.562311,-75.310603,Westhampton
1935,"Alpharetta, GA",34.073333,-84.281111,Westhampton
1935,"Alpharetta, GA",34.073333,-84.281111,Westhampton
1935,"Amherst, NH",42.861389,-71.625278,Richmond
1935,"Andover, NY",40.985758,-74.74362,Richmond
1935,"Annandale, NJ",40.646838,-74.888177,Richmond
1935,"Annandale, NJ",40.646838,-74.888177,Westhampton
1935,"Annandale, VA",38.834167,-77.211389,Westhampton
1935,"Annapolis, MD",38.972944,-76.501159,Westhampton
1935,"Arlington, VA",38.880278,-77.108333,Westhampton
1935,"Arlington, VA",38.880278,-77.108333,Richmond
1935,"Armonk, NY",41.128611,-73.707779,Westhampton
1935,"Arnold, MD",39.047222,-76.496667,Richmond
1935,"Arnold, MD",39.047222,-76.496667,Westhampton
1935,"Arnold, MD",39.047222,-76.496667,Westhampton
1935,"Asheville, NC",35.58,-82.555837,Westhampton
1935,"Ashland, KY",38.463889,-82.641668,Richmond
1935,"Atlanta, GA",33.755,-84.39,Richmond
1935,"Atlanta, GA",33.755,-84.39,Richmond
1935,"Atlanta, GA",33.755,-84.39,Westhampton
1935,"Atlanta, GA",33.755,-84.39,Richmond
1935,"Atlanta, GA",33.755,-84.39,Westhampton
1935,"Atlanta, GA",33.755,-84.39,Richmond
1935,"Atlanta, GA",33.755,-84.39,Westhampton
1935,"Atlanta, GA",33.755,-84.39,Westhampton
1935,"Atlanta, GA",33.755,-84.39,Richmond
1935,"Aurora, IL",41.763333,-88.29,Richmond
1935,"Baltimore, MD",39.283333,-76.616667,Westhampton
1935,"Baltimore, MD",39.283333,-76.616667,Westhampton
1935,"Baltimore, MD",39.283333,-76.616667,Westhampton
1935,"Baltimore, MD",39.283333,-76.616667,Westhampton
1935,"Baltimore, MD",39.283333,-76.616667,Westhampton
1935,"Barrington, IL",42.153611,-88.131944,Westhampton
1935,"Barrington, RI",41.745278,-71.318056,Westhampton
1935,"Basking Ridge, NJ",40.706212,-74.549323,Richmond
1935,"Batavia, NY",42.998611,-78.184167,Westhampton
1935,"Baton Rouge, LA",30.443345,-91.186994,Richmond
1935,"Baton Rouge, LA",30.443345,-91.186994,Westhampton
1935,"Bear, DE",39.626032,-75.661145,Richmond
1935,"Bedford, PA",40.02403,-78.502314,Richmond
1935,"Bel Air, MD",39.53894,-76.348479,Westhampton
1935,"Bel Air, MD",39.53894,-76.348479,Westhampton
1935,"Belmont, MA",42.396261,-71.177012,Westhampton
1935,"Bernardston, MA",42.672818,-72.550176,Westhampton
1935,"Berwyn, PA",40.048035,-75.437803,Westhampton
1935,"Bethel Park, PA",40.332543,-80.031098,Richmond
1935,"Bethel, CT",41.372184,-73.412639,Westhampton
1935,"Bethesda, MD",38.98637,-77.096919,Westhampton
1935,"Bethesda, MD",38.98637,-77.096919,Westhampton
1935,"Bethesda, MD",38.98637,-77.096919,Westhampton
1935,"Blacksburg, VA",37.226263,-80.410584,Richmond
1935,"Blacksburg, VA",37.226263,-80.410584,Richmond
1935,"Blue Point, NY",40.754295,-73.037439,Westhampton
1935,"Boca Raton, FL",26.35049,-80.089004,Westhampton
1935,"Boca Raton, FL",26.35049,-80.089004,Richmond
1935,"Boca Raton, FL",26.35049,-80.089004,Westhampton
1935,"Boswell's Tavern, VA",38.830157,-77.813576,Richmond
1935,"Boyertown, PA",40.33387,-75.637214,Richmond
1935,"Brentwood, TN",36.03256,-86.789159,Westhampton
1935,"Bridgewater, NJ",40.592881,-74.625104,Westhampton
1935,"Bridgewater, NJ",40.592881,-74.625104,Westhampton
1935,"Bridgewater, VA",38.38355,-78.975148,Westhampton
1935,"Brockport, NY",43.214235,-77.937294,Westhampton
1935,"Brookfield, CT",41.462093,-73.396258,Richmond
1935,"Brookhaven, MS",31.579345,-90.441469,Richmond
1935,"Bryn Athyn, PA",40.132605,-75.061864,Westhampton
1935,"Bryn Mawr, PA",40.02099,-75.307759,Westhampton
1935,"Budapest, Hungary",47.506225,19.06482,Richmond
1935,"Budd Lake, NJ",40.864909,-74.736001,Westhampton
1935,"Buffalo, NY",42.88544,-78.878464,Westhampton
1935,"Buffalo, NY",42.88544,-78.878464,Westhampton
1935,"Buffalo, NY",42.88544,-78.878464,Westhampton
1935,"Camp Hill, PA",40.240125,-76.921194,Richmond
1935,"Canton, OH",40.79781,-81.371569,Richmond
1935,"Canton, OH",40.79781,-81.371569,Richmond
1935,"Cape Elizabeth, ME",43.592205,-70.226704,Westhampton
1935,"Castanea, PA",41.12484,-77.430283,Richmond
1935,"Catonsville, MD",39.270215,-76.739829,Richmond
1935,"Catonsville, MD",39.270215,-76.739829,Westhampton
1935,"Catskill, NY",42.217682,-73.86452,Richmond
1935,"Cedar Grove, NJ",40.850775,-74.229229,Richmond
1935,"Centerton, NJ",39.996231,-74.871857,Westhampton
1935,"Centerville, MA",41.650266,-70.348637,Westhampton
1935,"Centreville, VA",38.837413,-77.44327,Richmond
1935,"Chadds Ford, PA",39.871882,-75.592551,Richmond
1935,"Chalfont, PA",40.287433,-75.209059,Westhampton
1935,"Chantilly, VA",38.883607,-77.439755,Richmond
1935,"Chapel Hill, NC",35.914771,-79.056701,Westhampton
1935,"Charleston, SC",32.78115,-79.931604,Westhampton
1935,"Charlotte, NC",35.22269,-80.837764,Richmond
1935,"Charlotte, NC",35.22269,-80.837764,Westhampton
1935,"Charlotte, NC",35.22269,-80.837764,Richmond
1935,"Charlotte, VT",44.310985,-73.250129,Richmond
1935,"Charlottesville, VA",38.03213,-78.477529,Richmond
1935,"Chase City, VA",36.798811,-78.460315,Richmond
1935,"Chatham, MA",41.684829,-69.966426,Westhampton
1935,"Chatham, NJ",40.737935,-74.384454,Richmond
1935,"Chatham, NJ",40.737935,-74.384454,Richmond
1935,"Chatham, NJ",40.737935,-74.384454,Richmond
1935,"Chelmsford, MA",42.59827,-71.346839,Richmond
1935,"Cherry Hill, NJ",39.9275,-75.030549,Richmond
1935,"Cherry Hill, NJ",39.9275,-75.030549,Westhampton
1935,"Cherry Hill, NJ",39.9275,-75.030549,Westhampton
1935,"Chester Springs, PA",40.094557,-75.619678,Richmond
1935,"Chester Springs, PA",40.094557,-75.619678,Richmond
1935,"Chester, VA",37.357397,-77.442665,Richmond
1935,"Chester, VA",37.357397,-77.442665,Richmond
1935,"Chicago Heights, IL",41.50197,-87.640524,Richmond
1935,"Chicago, IL",41.88415,-87.632409,Westhampton
1935,"Clarksboro, NJ",39.804938,-75.229393,Westhampton
1935,"Clarksville, VA",36.624354,-78.557118,Richmond
1935,"Clinton, NJ",40.635714,-74.909097,Westhampton
1935,"Closter, NJ",40.971143,-73.959516,Richmond
1935,"Cockeysville, MD",39.488165,-76.654304,Westhampton
1935,"Colby, KS",39.39707,-101.045199,Richmond
1935,"Colonial Heights, VA",37.253959,-77.411137,Richmond
1935,"Colonial Heights, VA",37.253959,-77.411137,Richmond
1935,"Columbus, GA",32.462925,-84.987629,Richmond
1935,"Columbus, GA",32.462925,-84.987629,Richmond
1935,"Columbus, OH",39.96196,-83.002984,Westhampton
1935,"Cooperstown, NY",42.70058,-74.924694,Richmond
1935,"Cordele, GA",31.97125,-83.782719,Richmond
1935,"Coto de Caza, CA",33.63404,-117.586243,Richmond
1935,"Cranford, NJ",40.3282,-74.505034,Westhampton
1935,"Crofton, MD",39.011928,-76.690847,Westhampton
1935,"Dahlgren, VA",38.331242,-77.051086,Westhampton
1935,"Dallas, TX",32.778155,-96.795404,Westhampton
1935,"Dallas, TX",32.778155,-96.795404,Westhampton
1935,"Dallas, TX",32.778155,-96.795404,Richmond
1935,"Danville, VA",36.585983,-79.417209,Westhampton
1935,"Daphne, AL",30.603905,-87.901509,Richmond
1935,"Darnestown, MD",39.103401,-77.288002,Westhampton
1935,"Denver, CO",39.74001,-104.992259,Westhampton
1935,"Dillwyn, VA",37.542683,-78.457896,Westhampton
1935,"Douglassville, PA",40.25712,-75.726649,Richmond
1935,"Dover, MA",42.244285,-71.280104,Richmond
1935,"Downingtown, PA",40.004545,-75.707144,Richmond
1935,"Downingtown, PA",40.004545,-75.707144,Richmond
1935,"Downingtown, PA",40.004545,-75.707144,Westhampton
1935,"Downingtown, PA",40.004545,-75.707144,Westhampton
1935,"Downingtown, PA",40.004545,-75.707144,Westhampton
1935,"Doylestown, PA",40.310035,-75.131654,Westhampton
1935,"Dunkirk, MD",38.724788,-76.660063,Richmond
1935,"Dunwoody, GA",33.926207,-84.336185,Richmond
1935,"Durham, NC",35.995275,-78.896014,Westhampton
1935,"Durham, NC",35.995275,-78.896014,Richmond
1935,"Durham, NH",43.134245,-70.924809,Richmond
1935,"East Greenwich, RI",41.66053,-71.449969,Richmond
1935,"East Greenwich, RI",41.66053,-71.449969,Richmond
1935,"East Greenwich, RI",41.66053,-71.449969,Richmond
1935,"East Windsor, NJ",40.27631,-74.539658,Westhampton
1935,"East Windsor, NJ",40.27631,-74.539658,Westhampton
1935,"Easton, MD",38.773905,-76.074749,Westhampton
1935,"Eatontown, NJ",40.305131,-74.058702,Westhampton
1935,"Eldersburg, MD",39.403591,-76.950981,Richmond
1935,"Ellicott City, MD",39.26873,-76.79944,Richmond
1935,"Ellicott City, MD",39.26873,-76.79944,Westhampton
1935,"Ellicott City, MD",39.26873,-76.79944,Richmond
1935,"Essex Fells, NJ",40.830072,-74.283884,Richmond
1935,"Essex Junction, VT",44.490801,-73.110999,Westhampton
1935,"Exeter, NH",42.980291,-70.947582,Richmond
1935,"Fairfax Station, VA",38.802817,-77.325692,Richmond
1935,"Fairfield, CT",41.165815,-73.229624,Richmond
1935,"Fairfield, NJ",40.886105,-74.280944,Richmond
1935,"Fairfield, NJ",40.886105,-74.280944,Richmond
1935,"Fairfield, NJ",40.886105,-74.280944,Westhampton
1935,"Fairlawn, NJ",40.936088,-74.131969,Richmond
1935,"Fargo, ND",46.87591,-96.781764,Westhampton
1935,"Farmville, VA",37.301987,-78.392601,Richmond
1935,"Flagstaff, AZ",35.1982,-111.651304,Richmond
1935,"Florissant, MO",38.791525,-90.323004,Richmond
1935,"Fort Washington, PA",40.145742,-75.208169,Richmond
1935,"Fort Worth, TX",32.748855,-97.329389,Richmond
1935,"Franklin Lakes, NJ",41.02032,-74.200064,Richmond
1935,"Frederick, MD",39.415745,-77.412034,Westhampton
1935,"Fredericksburg, VA",38.30089,-77.459144,Richmond
1935,"Fredericksburg, VA",38.30089,-77.459144,Westhampton
1935,"Freehold, NJ",40.258535,-74.276509,Richmond
1935,"Freehold, NJ",40.258535,-74.276509,Richmond
1935,"Ft. Lauderdale, FL",26.12367,-80.143564,Richmond
1935,"Ft. Myers, FL",26.640845,-81.868194,Westhampton
1935,"Ft. Worth, TX",32.748855,-97.329389,Westhampton
1935,"Gales Ferry, CT",41.425778,-72.081442,Westhampton
1935,"Glastonbury, CT",41.711938,-72.605177,Westhampton
1935,"Glastonbury, CT",41.711938,-72.605177,Westhampton
1935,"Glastonbury, CT",41.711938,-72.605177,Westhampton
1935,"Glen Allen, VA",37.665319,-77.504149,Westhampton
1935,"Glen Head, NY",40.845432,-73.615681,Westhampton
1935,"Glen Mills, PA",39.920303,-75.490454,Richmond
1935,"Glen Rock, NJ",40.961376,-74.128902,Westhampton
1935,"Glenside, PA",40.102215,-75.151064,Westhampton
1935,"Glenside, PA",40.102215,-75.151064,Richmond
1935,"Gloucester, MA",42.614353,-70.66811,Westhampton
1935,"Goochland, VA",37.683039,-77.885272,Westhampton
1935,"Gordonsville, VA",38.141394,-78.189067,Westhampton
1935,"Granite Springs, NY",41.313128,-73.749709,Westhampton
1935,"Grayslake, IL",42.343355,-88.038924,Westhampton
1935,"Great Falls, VA",38.99723,-77.28839,Westhampton
1935,"Great Falls, VA",38.99723,-77.28839,Richmond
1935,"Greensboro, NC",36.068994,-79.794704,Westhampton
1935,"Greenville, SC",34.84827,-82.400114,Westhampton
1935,"Greenville, SC",34.84827,-82.400114,Richmond
1935,"Greenville, SC",34.84827,-82.400114,Westhampton
1935,"Greenwood, DE",38.807155,-75.592474,Westhampton
1935,"Greenwood, DE",38.807155,-75.592474,Westhampton
1935,"Greer, SC",34.938227,-82.227744,Westhampton
1935,Greer. SC,34.938227,-82.227744,Richmond
1935,"Haddon Township, NJ",39.91037,-75.049399,Westhampton
1935,"Haddonfield, NJ",39.89879,-75.030484,Westhampton
1935,"Hagerstown, MD",39.6425,-77.717579,Richmond
1935,"Hampden, ME",44.745284,-68.848921,Westhampton
1935,"Hampton, NJ",40.707015,-74.955904,Westhampton
1935,"Hampton, VA",37.027795,-76.345119,Westhampton
1935,"Hanover, MA",42.1165,-70.844169,Westhampton
1935,"Hanover, MA",42.1165,-70.844169,Richmond
1935,"Hanover, PA",39.800745,-76.982864,Richmond
1935,"Hanson, MA",42.065696,-70.867843,Richmond
1935,"Harlingen, TX",26.18986,-97.695549,Richmond
1935,"Harrington Park, NJ",40.986665,-73.978849,Richmond
1935,"Harrisburg, PA",40.259865,-76.88223,Richmond
1935,"Harrisonburg, VA",38.451534,-78.869047,Westhampton
1935,"Harrisonburg, VA",38.451534,-78.869047,Westhampton
1935,"Harrisonburg, VA",38.451534,-78.869047,Westhampton
1935,"Harrisonburg, VA",38.451534,-78.869047,Westhampton
1935,"Haymarket, VA",38.812385,-77.636909,Westhampton
1935,"Hazlet, NJ",40.421982,-74.184672,Westhampton
1935,"Hershey, PA",40.285319,-76.651055,Richmond
1935,"Highland Mills, NY",41.346646,-74.127121,Richmond
1935,"Hingham, MA",42.2368,-70.87486,Westhampton
1935,"Hingham, MA",42.2368,-70.87486,Richmond
1935,"Hingham, MA",42.2368,-70.87486,Richmond
1935,"Ho-Ho-Kus, NJ",40.998625,-74.109279,Richmond
1935,"Holland, NY",42.651211,-78.555022,Richmond
1935,"Holmdel, NJ",40.342615,-74.166604,Westhampton
1935,"Houston, TX",29.76045,-95.369784,Richmond
1935,"Houston, TX",29.76045,-95.369784,Westhampton
1935,"Houston, TX",29.76045,-95.369784,Westhampton
1935,"Howell, NJ",40.154665,-74.230729,Westhampton
1935,"Hudson, OH",41.242825,-81.440394,Westhampton
1935,"Hunt Valley, MD",39.493485,-76.658884,Westhampton
1935,"Huntingdon Valley, PA",40.126841,-75.062386,Richmond
1935,"Huntington, NY",40.871954,-73.429984,Westhampton
1935,"Huntingtown, MD",38.61669,-76.613369,Westhampton
1935,"Jacksonville, FL",30.33147,-81.656219,Westhampton
1935,"Jacksonville, FL",30.33147,-81.656219,Westhampton
1935,"Jacksonville, NC",34.74929,-77.421054,Westhampton
1935,"Johnstown, PA",40.32726,-78.918354,Westhampton
1935,"Juliette, GA",33.106918,-83.801093,Richmond
1935,"Kansas City, MO",39.10296,-94.583062,Richmond
1935,"Katonah, NY",41.258845,-73.683894,Westhampton
1935,"Katonah, NY",41.258845,-73.683894,Richmond
1935,"Kenilworth, IL",42.08678,-87.716769,Richmond
1935,"Kenilworth, PA",40.231812,-75.635201,Westhampton
1935,"Kensington, MD",39.026155,-77.074514,Richmond
1935,"King & Queen County, VA",36.281755,-80.358754,Westhampton
1935,"Kings Park, NY",40.884349,-73.241263,Richmond
1935,"Kingsport, TN",36.5478,-82.560419,Richmond
1935,"Knoxville, TN",35.960495,-83.920914,Westhampton
1935,"La Plata, MD",38.526268,-76.977601,Westhampton
1935,"Laconia, NH",43.52807,-71.468944,Richmond
1935,"Laieo, HI",21.648314,-157.922975,Richmond
1935,"Lakeland, FL",28.04419,-81.947864,Westhampton
1935,"Lambertville, NJ",40.368275,-74.945254,Richmond
1935,"Lancaster, PA",40.038045,-76.301269,Richmond
1935,"Lancaster, PA",40.038045,-76.301269,Richmond
1935,"Lancaster, PA",40.038045,-76.301269,Westhampton
1935,"Lansdowne, PA",39.938385,-75.271489,Westhampton
1935,"Latham, NY",42.74415,-73.761779,Richmond
1935,"Lattingtown, NY",40.888434,-73.604862,Westhampton
1935,"Lebanon, PA",40.330195,-76.425934,Richmond
1935,"Leonardtown, MD",38.291805,-76.635829,Westhampton
1935,"Levittown, NY",40.725952,-73.512739,Richmond
1935,"Lewisburg, WV",37.802165,-80.446094,Westhampton
1935,"Lexington, KY",38.048595,-84.500319,Richmond
1935,"Libertyville, IL",42.287825,-87.9523,Westhampton
1935,"Lincroft, NJ",40.33156,-74.128594,Richmond
1935,"London, England",51.506325,-0.127144,Westhampton
1935,"London, England",51.506325,-0.127144,Westhampton
1935,"London, England",51.506325,-0.127144,Westhampton
1935,"Long Valley, NJ",40.783365,-74.768069,Richmond
1935,"Long Valley, NJ",40.783365,-74.768069,Richmond
1935,"Louisa, VA",38.025463,-78.003752,Westhampton
1935,"Louisville, KY",38.25486,-85.766404,Richmond
1935,"Lowell, MA",42.64589,-71.312844,Westhampton
1935,"Luray, VA",38.665515,-78.458849,Richmond
1935,"Lutherville, MD",39.42028,-76.626663,Westhampton
1935,"Lynchburg, VA",37.41402,-79.142839,Westhampton
1935,"Macungie, PA",40.51554,-75.555204,Westhampton
1935,"Madison Heights, VA",37.423571,-79.124693,Westhampton
1935,"Madison, CT",41.27969,-72.594194,Richmond
1935,"Madison, NJ",40.757122,-74.416014,Richmond
1935,"Madison, NJ",40.757122,-74.416014,Westhampton
1935,"Madison, NJ",40.757122,-74.416014,Richmond
1935,"Madison, WI",30.40834,-90.159329,Westhampton
1935,"Mahopac, NY",41.36725,-73.740281,Westhampton
1935,"Malvern, PA",40.036923,-75.510446,Westhampton
1935,"Malvern, PA",40.036923,-75.510446,Westhampton
1935,"Malvern, PA",40.036923,-75.510446,Westhampton
1935,"Malverne, NY",40.675985,-73.667094,Westhampton
1935,"Manalapan, NJ",40.306221,-74.375473,Richmond
1935,"Manasquan, NJ",40.123613,-74.046938,Richmond
1935,"Manasquan, NJ",40.123613,-74.046938,Westhampton
1935,"Manassas, VA",38.751195,-77.471119,Richmond
1935,"Mandeville, LA",30.3725,-90.079109,Richmond
1935,"Manhasset, NY",40.797895,-73.698759,Westhampton
1935,"Manhasset, NY",40.797895,-73.698759,Westhampton
1935,"Manlius, NY",43.001887,-75.979914,Westhampton
1935,"Manor, PA",40.334155,-79.669994,Richmond
1935,"Mantoloking, NJ",40.036995,-74.051634,Richmond
1935,"Marblehead, MA",42.497339,-70.861435,Richmond
1935,"Marlboro, NJ",40.314228,-74.248635,Richmond
1935,"Marlboro, NJ",40.314228,-74.248635,Richmond
1935,"Marlboro, NJ",40.314228,-74.248635,Westhampton
1935,"Martinsville, VA",36.689965,-79.868809,Westhampton
1935,"Massapequa, NY",40.692075,-73.465264,Westhampton
1935,"Mattituck, NY",40.991975,-72.532434,Richmond
1935,"McLean, VA",38.936529,-77.184285,Westhampton
1935,"McMurray, PA",40.271165,-80.127954,Richmond
1935,"Mechanicsburg, PA",40.2132,-77.008339,Richmond
1935,"Mechanicsville, VA",37.612655,-77.378419,Westhampton
1935,"Mechanicsville, VA",37.612655,-77.378419,Westhampton
1935,"Media, PA",39.91797,-75.389809,Westhampton
1935,"Medina, OH",41.14032,-81.864019,Westhampton
1935,"Melrose, MA",42.45717,-71.064049,Richmond
1935,"Melville, NY",40.792751,-73.416299,Westhampton
1935,"Memphis, TN",35.149766,-90.049259,Richmond
1935,"Memphis, TN",35.149766,-90.049259,Westhampton
1935,"Merrick, NY",40.669015,-73.554364,Westhampton
1935,"Miami, FL",25.728985,-80.237419,Richmond
1935,"Miami, FL",25.728985,-80.237419,Westhampton
1935,"Middletown, NJ",40.404735,-74.126869,Richmond
1935,"Middletown, NJ",40.404735,-74.126869,Richmond
1935,"Middletown, NJ",40.404735,-74.126869,Westhampton
1935,"Midland Park, NJ",40.99059,-74.141379,Richmond
1935,"Midlothian, VA",37.50359,-77.651274,Richmond
1935,"Midlothian, VA",37.50359,-77.651274,Westhampton
1935,"Midlothian, VA",37.50359,-77.651274,Westhampton
1935,"Midlothian, VA",37.50359,-77.651274,Richmond
1935,"Midlothian, VA",37.50359,-77.651274,Westhampton
1935,"Millersville, MD",39.104808,-76.627852,Richmond
1935,"Milwaukee, WI",43.04181,-87.906844,Westhampton
1935,"Minneapolis, MN",44.979035,-93.264929,Westhampton
1935,"Minneapolis, MN",44.979035,-93.264929,Richmond
1935,"Mobile, AL",30.686395,-88.053239,Richmond
1935,"Mombasa, Kenya",-4.05305,39.672852,Richmond
1935,"Montgomery, AL",32.38012,-86.300629,Richmond
1935,"Montgomery, AL",32.38012,-86.300629,Westhampton
1935,"Montvale, NJ",41.04886,-74.062064,Westhampton
1935,"Moorestown, NJ",39.96687,-74.943034,Westhampton
1935,"Morgantown, WV",39.630375,-79.957849,Westhampton
1935,"Morris Plains, NJ",40.82624,-74.479954,Westhampton
1935,"Morris Plains, NJ",40.82624,-74.479954,Westhampton
1935,"Morris Plains, NJ",40.82624,-74.479954,Richmond
1935,"Morristown, NJ",40.793011,-74.477132,Richmond
1935,"Morristown, NJ",40.793011,-74.477132,Richmond
1935,"Morrisville, VA",38.502548,-77.69706,Richmond
1935,"Morton, PA",39.911185,-75.321794,Westhampton
1935,"Moseley, VA",37.475441,-77.782387,Richmond
1935,"Mount Laurel, NJ",39.935287,-74.89255,Richmond
1935,"Mountain Lakes, NJ",40.886457,-74.452354,Westhampton
1935,"Mt. Airy, MD",39.37647,-77.154799,Westhampton
1935,"Nanjing, Jiangshu, China",32.0485,118.778969,Richmond
1935,"Narragansett, RI",41.430945,-71.464159,Richmond
1935,"New Britain, PA",40.30038,-75.183123,Westhampton
1935,"New Cumberland, PA",40.229221,-76.868692,Westhampton
1935,"New Hyde Park, NY",40.733541,-73.680648,Richmond
1935,"New Orleans, LA",29.9537,-90.077749,Westhampton
1935,"New Orleans, LA",29.9537,-90.077749,Westhampton
1935,"New York, NY",40.71455,-74.007124,Richmond
1935,"Newark, DE",39.678015,-75.761814,Westhampton
1935,"Newark, OH",40.060215,-82.404264,Westhampton
1935,"Newington, CT",41.695379,-72.720656,Westhampton
1935,"Newport News, VA",37.082885,-76.480229,Westhampton
1935,"Newport News, VA",37.082885,-76.480229,Richmond
1935,"Newport News, VA",37.082885,-76.480229,Richmond
